participation_id,date,zone_id,race,sexe,categorie,note_participation,concours_id,lieu_id,type_concours
P001777,2025-09-17,96644757B90795389022281,Pur-Sang Arabe,Male,Senior,59.32,C0233,L0064,National
P001778,2025-05-12,96644757B15248572972708,Barbe,Female,Junior,76.44,C0256,L0029,Regional
P001779,2025-01-07,96644757B53936679900609,Arabe-Barbe,Male,Elite,77.16,C0104,L0044,National
P001780,2025-04-29,96644757B41522516415054,Anglo-Arabe,Female,Junior,83.86,C0384,L0040,Regional
P001781,2025-06-10,96644757B71822601453569,Barbe,Male,Loisir,59.72,C0406,L0056,Regional
P001782,2025-07-18,96644757B71822601453569,Anglo-Arabe,Femelle,Junior,60.02,C0151,L0056,Regional
P001783,2025-08-24,96644757B34372354169334,Barbe,Female,Loisir,79.27,C0457,L0023,National
P001784,2025-04-01,96644757B90795389022281,Pur-Sang Arabe,M,Elite,72.05,C0054,L0064,National
P001785,2025-08-11,96644757B53695376753874,Pur-Sang Arabe,Femelle,Junior,53.24,C0455,L0028,Regional
P001786,2025-08-19,96644757B83322507681707,Arabe-Barbe,F,Junior,75.24,C0384,L0063,National
P001787,2025-10-11,96644757B52167870329218,Barbe,Male,Senior,58.9,C0112,L0031,Regional
P001788,2025-07-10,96644757B48127384361052,Arabe-Barbe,Female,Loisir,61.5,C0325,L0009,National
P001789,2025-10-23,96644757B70524131405695,Pur-Sang Arabe,Male,Loisir,89.0,C0156,L0058,Regional
P001790,2025-03-22,96644757B64432809888793,Anglo-Arabe,Femelle,Junior,91.5,C0400,L0003,Regional
P001791,2025-09-17,96644757B70524131405695,Arabe-Barbe,Male,Senior,63.33,C0081,L0058,National
P001792,2025-01-17,96644757B12662883146655,Arabe-Barbe,M,Junior,70.53,C0123,L0004,National
P001793,2025-02-07,96644757B9799798831472,Anglo-Arabe,M,Junior,68.85,C0154,L0016,Qualification
P001794,2025-11-12,96644757B10773066300421,Pur-Sang Arabe,M,Elite,89.47,C0100,L0046,National
P001795,2025-06-23,96644757B25593504689486,Arabe,Femelle,Senior,62.24,C0167,L0071,Qualification
P001796,2025-08-15,96644757B52167870329218,Arabe,Male,Junior,72.66,C0301,L0031,Regional
P001797,2025-08-09,96644757B23117375948520,Arabe,Male,Loisir,83.93,C0316,L0010,Regional
P001798,2025-09-11,96644757B89687162507810,Pur-Sang Arabe,M,Elite,64.38,C0277,L0018,Qualification
P001799,2025-03-31,96644757B88930410593624,Pur-Sang Arabe,Male,Elite,76.83,C0095,L0068,Regional
P001800,2025-03-07,96644757B21870556317795,Barbe,Male,Junior,54.82,C0102,L0055,National
P001801,2025-01-16,96644757B35891480133263,Barbe,M,Loisir,68.34,C0459,L0008,Regional
P001802,2025-11-12,96644757B15248572972708,Barbe,Female,Senior,55.64,C0126,L0029,Regional
P001803,2025-03-23,96644757B93440982531475,Pur-Sang Arabe,Male,Senior,60.3,C0052,L0020,Regional
P001804,2025-07-29,96644757B54306876372793,Arabe-Barbe,F,Junior,82.77,C0227,L0014,National
P001805,2025-06-16,96644757B90795389022281,Arabe-Barbe,Female,Loisir,72.26,C0004,L0064,National
P001806,2025-03-01,96644757B40957387644980,Arabe-Barbe,Male,Senior,70.42,C0171,L0047,Regional
P001807,2025-06-01,96644757B54306876372793,Arabe-Barbe,Male,Loisir,66.89,C0427,L0014,Regional
P001808,2025-01-31,96644757B81090244987905,Arabe,Femelle,Elite,70.83,C0134,L0049,Regional
P001809,2025-03-06,96644757B46616002618727,Arabe-Barbe,F,Elite,72.79,C0352,L0032,Regional
P001810,2025-02-20,96644757B53703826618026,Barbe,Femelle,Elite,74.98,C0245,L0005,Regional
P001811,2025-10-28,96644757B36466177595872,Arabe,Male,Loisir,42.31,C0178,L0034,Qualification
P001812,2025-07-27,96644757B54306876372793,Pur-Sang Arabe,Female,Junior,66.06,C0331,L0014,Regional
P001813,2025-12-04,96644757B85287588144355,Barbe,F,Junior,75.23,C0298,L0019,Regional
P001814,2025-06-09,96644757B99361415702964,Anglo-Arabe,F,Elite,72.39,C0159,L0066,Regional
P001815,2025-03-15,96644757B90056368806308,Pur-Sang Arabe,Femelle,Senior,74.07,C0112,L0054,Regional
P001816,2025-08-11,96644757B54259280648674,Barbe,Femelle,Senior,76.31,C0458,L0011,Regional
P001817,2025-12-06,96644757B90795389022281,Arabe,F,Elite,69.71,C0085,L0064,National
P001818,2025-07-14,96644757B53936679900609,Anglo-Arabe,Female,Senior,66.43,C0479,L0044,National
P001819,2025-01-07,96644757B99361415702964,Arabe,Female,Elite,70.93,C0236,L0066,Qualification
P001820,2025-04-21,96644757B1478822582790,Arabe,F,Senior,81.66,C0498,L0057,Regional
P001821,2025-12-04,96644757B9718685225615,Pur-Sang Arabe,Femelle,Loisir,62.62,C0177,L0026,National
P001822,2025-07-09,96644757B2759448404756,Anglo-Arabe,M,Junior,72.6,C0283,L0041,Qualification
P001823,2025-12-14,96644757B41522516415054,Barbe,Male,Elite,74.79,C0307,L0040,Qualification
P001824,2025-07-05,96644757B90056368806308,Anglo-Arabe,Male,Loisir,85.64,C0170,L0054,Qualification
P001825,2025-01-05,96644757B85287588144355,Anglo-Arabe,Female,Senior,70.63,C0109,L0019,Regional
P001826,2025-11-15,96644757B25874170222857,Anglo-Arabe,F,Senior,79.3,C0260,L0025,Qualification
P001827,2025-10-06,96644757B85287588144355,Arabe,Male,Senior,85.96,C0331,L0019,Qualification
P001828,2025-09-19,96644757B34372354169334,Pur-Sang Arabe,Male,Senior,74.03,C0131,L0023,National
P001829,2025-12-21,96644757B25654465299878,Anglo-Arabe,Femelle,Senior,69.09,C0383,L0013,National
P001830,2025-03-13,96644757B64432809888793,Pur-Sang Arabe,Female,Junior,69.96,C0319,L0003,Qualification
P001831,2025-11-27,96644757B25593504689486,Barbe,F,Loisir,64.61,C0084,L0071,Regional
P001832,2025-03-26,96644757B51161748863193,Anglo-Arabe,Male,Junior,75.64,C0469,L0006,National
P001833,2025-12-21,96644757B69343874835814,Anglo-Arabe,M,Senior,72.26,C0022,L0067,National
P001834,2025-03-11,96644757B24539393832458,Pur-Sang Arabe,F,Senior,74.27,C0327,L0001,National
P001835,2025-07-20,96644757B4563753155162,Barbe,M,Junior,57.15,C0220,L0059,National
P001836,2025-10-16,96644757B25874170222857,Pur-Sang Arabe,Female,Junior,60.04,C0327,L0025,Regional
P001837,2025-01-29,96644757B89345886069248,Arabe-Barbe,Female,Loisir,89.96,C0387,L0039,Regional
P001838,2025-01-25,96644757B99920267922653,Pur-Sang Arabe,Femelle,Elite,67.18,C0343,L0022,Regional
P001839,2025-11-07,96644757B99662254658575,Arabe,Male,Junior,62.91,C0325,L0037,National
P001840,2025-01-23,96644757B36466177595872,Pur-Sang Arabe,Female,Elite,82.87,C0420,L0034,National
P001841,2025-08-13,96644757B41522516415054,Arabe,Male,Senior,75.77,C0351,L0040,Qualification
P001842,2025-12-09,96644757B8060198419886,Pur-Sang Arabe,F,Junior,78.07,C0407,L0030,National
P001843,2025-08-13,96644757B2759448404756,Anglo-Arabe,Female,Elite,71.85,C0202,L0041,National
P001844,2025-06-25,96644757B84561517472973,Barbe,Femelle,Senior,66.81,C0102,L0062,Regional
P001845,2025-06-02,96644757B30309850889145,Anglo-Arabe,Male,Junior,67.77,C0118,L0033,National
P001846,2025-08-21,96644757B53695376753874,Anglo-Arabe,Female,Loisir,58.27,C0306,L0028,Qualification
P001847,2025-07-28,96644757B23117375948520,Anglo-Arabe,M,Senior,67.56,C0266,L0010,National
P001848,2025-07-03,96644757B92138134403299,Arabe,F,Senior,75.56,C0039,L0027,Qualification
P001849,2025-02-26,96644757B23117375948520,Barbe,M,Senior,86.95,C0102,L0010,Qualification
P001850,2025-08-30,96644757B54306876372793,Arabe-Barbe,F,Elite,75.24,C0483,L0014,Regional
P001851,2025-09-28,96644757B69656421663665,Pur-Sang Arabe,Femelle,Elite,44.26,C0363,L0072,National
P001852,2025-09-16,96644757B26550498921337,Anglo-Arabe,Femelle,Loisir,70.44,C0377,L0007,National
P001853,2025-01-28,96644757B99662254658575,Barbe,F,Junior,98.0,C0099,L0037,Regional
P001854,2025-09-14,96644757B83322507681707,Barbe,Female,Elite,80.15,C0033,L0063,Regional
P001855,2025-09-24,96644757B69656421663665,Barbe,Femelle,Senior,59.49,C0146,L0072,Regional
P001856,2025-03-08,96644757B42104761334354,Pur-Sang Arabe,Female,Senior,79.24,C0428,L0012,Regional
P001857,2025-11-06,96644757B25654465299878,Anglo-Arabe,M,Junior,63.78,C0253,L0013,National
P001858,2025-07-11,96644757B53695376753874,Anglo-Arabe,F,Loisir,58.56,C0392,L0028,Regional
P001859,2025-06-22,96644757B80339347175881,Anglo-Arabe,M,Junior,69.15,C0243,L0042,Regional
P001860,2025-09-21,96644757B69656421663665,Anglo-Arabe,Femelle,Elite,68.52,C0245,L0072,National
P001861,2025-07-06,96644757B9799798831472,Arabe,Femelle,Senior,49.7,C0300,L0016,Regional
P001862,2025-07-18,96644757B25654465299878,Barbe,Female,Junior,59.71,C0479,L0013,Qualification
P001863,2025-04-24,96644757B85287588144355,Arabe,M,Loisir,73.74,C0219,L0019,Regional
P001864,2025-12-05,96644757B99361415702964,Arabe-Barbe,M,Loisir,69.3,C0298,L0066,Regional
P001865,2025-12-20,96644757B64432809888793,Anglo-Arabe,F,Senior,77.2,C0459,L0003,Qualification
P001866,2025-02-17,96644757B15248572972708,Anglo-Arabe,Female,Elite,60.09,C0186,L0029,Qualification
P001867,2025-09-25,96644757B48127384361052,Barbe,Femelle,Senior,78.09,C0420,L0009,National
P001868,2025-01-09,96644757B42104761334354,Pur-Sang Arabe,Femelle,Elite,61.5,C0267,L0012,National
P001869,2025-05-15,96644757B36967765471663,Barbe,Male,Junior,90.0,C0439,L0069,Regional
P001870,2025-12-21,96644757B24539393832458,Pur-Sang Arabe,F,Senior,54.76,C0234,L0001,National
P001871,2025-03-05,96644757B25874170222857,Arabe,Female,Senior,58.79,C0315,L0025,Regional
P001872,2025-05-18,96644757B36967765471663,Pur-Sang Arabe,Female,Senior,77.75,C0162,L0069,Regional
P001873,2025-03-22,96644757B10773066300421,Arabe-Barbe,Femelle,Senior,88.3,C0317,L0046,Regional
P001874,2025-09-23,96644757B51161748863193,Barbe,M,Junior,70.24,C0163,L0006,National
P001875,2025-06-19,96644757B63187791317705,Pur-Sang Arabe,Female,Loisir,78.48,C0304,L0035,Regional
P001876,2025-08-05,96644757B26045285741175,Arabe-Barbe,M,Junior,68.42,C0394,L0073,Regional
P001877,2025-12-11,96644757B52167870329218,Barbe,Femelle,Junior,67.16,C0218,L0031,Regional
P001878,2025-07-10,96644757B41522516415054,Barbe,Male,Senior,68.05,C0215,L0040,National
P001879,2025-09-25,96644757B41522516415054,Arabe-Barbe,M,Elite,60.83,C0161,L0040,Regional
P001880,2025-02-05,96644757B50122508033550,Barbe,Femelle,Junior,58.42,C0365,L0050,National
P001881,2025-03-20,96644757B91342156363380,Barbe,Male,Senior,76.42,C0296,L0015,Regional
P001882,2025-12-12,96644757B83322507681707,Anglo-Arabe,Male,Elite,60.26,C0258,L0063,National
P001883,2025-11-10,96644757B78111329468616,Pur-Sang Arabe,Female,Junior,74.62,C0013,L0075,Regional
P001884,2025-08-28,96644757B54259280648674,Pur-Sang Arabe,F,Loisir,60.62,C0055,L0011,Qualification
P001885,2025-05-19,96644757B84561517472973,Arabe,Female,Senior,72.96,C0004,L0062,Regional
P001886,2025-03-14,96644757B84561517472973,Barbe,M,Elite,65.11,C0425,L0062,Regional
P001887,2025-11-07,96644757B71822601453569,Arabe-Barbe,Femelle,Junior,83.15,C0425,L0056,Regional
P001888,2025-10-14,96644757B53695376753874,Arabe,F,Elite,75.33,C0034,L0028,Regional
P001889,2025-03-30,96644757B698999344864,Arabe-Barbe,Female,Loisir,86.74,C0024,L0036,Regional
P001890,2025-08-04,96644757B83322507681707,Anglo-Arabe,Male,Junior,63.93,C0390,L0063,Regional
P001891,2025-08-14,96644757B42104761334354,Anglo-Arabe,Femelle,Junior,73.89,C0262,L0012,Qualification
P001892,2025-06-24,96644757B83322507681707,Arabe,Female,Senior,61.68,C0155,L0063,National
P001893,2025-12-05,96644757B6720908192283,Arabe,F,Junior,66.29,C0307,L0070,Regional
P001894,2025-02-15,96644757B21390270390615,Pur-Sang Arabe,M,Loisir,70.27,C0118,L0052,Regional
P001895,2025-04-05,96644757B9718685225615,Anglo-Arabe,Male,Senior,62.69,C0099,L0026,Regional
P001896,2025-02-04,96644757B80339347175881,Pur-Sang Arabe,M,Elite,60.47,C0184,L0042,Regional
P001897,2025-09-10,96644757B12662883146655,Barbe,Female,Loisir,59.69,C0447,L0004,Regional
P001898,2025-08-24,96644757B6720908192283,Barbe,F,Loisir,47.03,C0383,L0070,Regional
P001899,2025-12-27,96644757B9718685225615,Arabe-Barbe,Female,Loisir,59.38,C0095,L0026,Regional
P001900,2025-07-17,96644757B53703826618026,Arabe-Barbe,Male,Senior,71.42,C0281,L0005,Qualification
P001901,2025-02-24,96644757B39685617616684,Arabe-Barbe,F,Senior,57.92,C0442,L0060,National
P001902,2025-06-14,96644757B50122508033550,Arabe-Barbe,Femelle,Senior,57.52,C0475,L0050,Qualification
P001903,2025-02-02,96644757B40957387644980,Pur-Sang Arabe,Male,Senior,91.52,C0381,L0047,Regional
P001904,2025-09-02,96644757B53703826618026,Arabe,Female,Senior,58.78,C0065,L0005,Qualification
P001905,2025-09-04,96644757B1478822582790,Barbe,F,Junior,73.39,C0121,L0057,Regional
P001906,2025-11-10,96644757B62254917052717,Anglo-Arabe,F,Senior,78.09,C0110,L0048,Regional
P001907,2025-05-05,96644757B39685617616684,Arabe,Female,Senior,80.53,C0076,L0060,Qualification
P001908,2025-04-24,96644757B83322507681707,Anglo-Arabe,Female,Senior,56.27,C0088,L0063,Regional
P001909,2025-01-27,96644757B9799798831472,Pur-Sang Arabe,Male,Junior,66.11,C0158,L0016,Regional
P001910,2025-06-01,96644757B9799798831472,Arabe,Male,Senior,52.24,C0278,L0016,Qualification
P001911,2025-06-23,96644757B6720908192283,Anglo-Arabe,Female,Senior,94.89,C0199,L0070,National
P001912,2025-10-03,96644757B41522516415054,Anglo-Arabe,Female,Elite,57.0,C0210,L0040,National
P001913,2025-10-03,96644757B30309850889145,Arabe,Male,Elite,58.98,C0123,L0033,Regional
P001914,2025-02-21,96644757B99920267922653,Barbe,M,Junior,58.55,C0076,L0022,Regional
P001915,2025-04-15,96644757B62254917052717,Barbe,Femelle,Junior,56.7,C0499,L0048,Qualification
P001916,2025-07-06,96644757B1478822582790,Arabe,M,Senior,83.7,C0299,L0057,Regional
P001917,2025-05-03,96644757B24539393832458,Barbe,M,Junior,96.14,C0115,L0001,Regional
P001918,2025-01-10,96644757B80339347175881,Arabe,Femelle,Senior,67.87,C0405,L0042,Regional
P001919,2025-11-05,96644757B78111329468616,Arabe-Barbe,Male,Loisir,58.22,C0415,L0075,Qualification
P001920,2025-09-24,96644757B99920267922653,Arabe-Barbe,Femelle,Junior,46.59,C0483,L0022,National
P001921,2025-07-09,96644757B99920267922653,Barbe,Female,Senior,66.52,C0080,L0022,Regional
P001922,2025-04-26,96644757B99361415702964,Arabe-Barbe,Female,Elite,70.22,C0320,L0066,Qualification
P001923,2025-11-04,96644757B53703826618026,Arabe,M,Senior,58.63,C0490,L0005,Regional
P001924,2025-01-13,96644757B8060198419886,Arabe-Barbe,Male,Junior,74.51,C0403,L0030,Qualification
P001925,2025-06-12,96644757B63187791317705,Anglo-Arabe,Femelle,Junior,76.8,C0113,L0035,Regional
P001926,2025-10-20,96644757B39685617616684,Pur-Sang Arabe,Femelle,Loisir,77.14,C0446,L0060,Regional
P001927,2025-12-14,96644757B23117375948520,Arabe,M,Junior,65.28,C0211,L0010,Regional
P001928,2025-04-02,96644757B30309850889145,Pur-Sang Arabe,Male,Elite,58.45,C0244,L0033,Qualification
P001929,2025-08-26,96644757B42104761334354,Arabe-Barbe,Male,Elite,79.99,C0279,L0012,Qualification
P001930,2025-03-11,96644757B39685617616684,Arabe-Barbe,M,Senior,74.03,C0385,L0060,National
P001931,2025-02-12,96644757B62254917052717,Barbe,M,Elite,80.55,C0061,L0048,Regional
P001932,2025-05-09,96644757B18768670389586,Arabe,M,Junior,76.38,C0270,L0038,Regional
P001933,2025-11-20,96644757B8060198419886,Arabe,Male,Senior,58.07,C0408,L0030,Regional
P001934,2025-09-09,96644757B42104761334354,Pur-Sang Arabe,F,Senior,58.99,C0274,L0012,Regional
P001935,2025-06-28,96644757B6720908192283,Barbe,Female,Loisir,62.87,C0138,L0070,Regional
P001936,2025-04-14,96644757B81090244987905,Arabe-Barbe,F,Junior,62.47,C0029,L0049,National
P001937,2025-02-21,96644757B75888110493475,Barbe,Female,Junior,78.09,C0275,L0024,National
P001938,2025-04-09,96644757B46616002618727,Barbe,Femelle,Loisir,73.29,C0351,L0032,Qualification
P001939,2025-02-25,96644757B21870556317795,Pur-Sang Arabe,Femelle,Junior,80.58,C0275,L0055,Regional
P001940,2025-03-10,96644757B90056368806308,Barbe,Male,Loisir,74.01,C0489,L0054,Regional
P001941,2025-09-08,96644757B63187791317705,Arabe,M,Elite,74.93,C0301,L0035,National
P001942,2025-02-18,96644757B34372354169334,Arabe-Barbe,Female,Senior,86.66,C0254,L0023,Regional
P001943,2025-01-18,96644757B50122508033550,Arabe-Barbe,Male,Elite,75.9,C0028,L0050,National
P001944,2025-07-17,96644757B50122508033550,Arabe-Barbe,F,Elite,71.88,C0279,L0050,National
P001945,2025-04-15,96644757B91545835536411,Arabe-Barbe,M,Junior,86.15,C0085,L0045,Regional
P001946,2025-06-15,96644757B51161748863193,Arabe-Barbe,F,Loisir,68.25,C0362,L0006,Regional
P001947,2025-02-21,96644757B698999344864,Barbe,Femelle,Loisir,71.34,C0081,L0036,Qualification
P001948,2025-03-18,96644757B40957387644980,Arabe-Barbe,F,Loisir,65.24,C0453,L0047,National
P001949,2025-06-10,96644757B69656421663665,Anglo-Arabe,Female,Elite,74.63,C0151,L0072,National
P001950,2025-09-09,96644757B41522516415054,Arabe,M,Senior,85.32,C0217,L0040,National
P001951,2025-06-01,96644757B9718685225615,Arabe,M,Senior,69.44,C0073,L0026,National
P001952,2025-07-17,96644757B80339347175881,Anglo-Arabe,Female,Junior,85.71,C0106,L0042,Regional
P001953,2025-07-10,96644757B54306876372793,Arabe-Barbe,Male,Senior,54.68,C0461,L0014,Qualification
P001954,2025-04-09,96644757B26550498921337,Arabe-Barbe,Femelle,Elite,70.83,C0142,L0007,Qualification
P001955,2025-04-13,96644757B63064605054668,Arabe-Barbe,F,Elite,71.47,C0256,L0051,Regional
P001956,2025-06-05,96644757B5863178934624,Arabe,F,Senior,65.22,C0490,L0074,Regional
P001957,2025-01-12,96644757B90795389022281,Arabe,F,Senior,96.6,C0312,L0064,National
P001958,2025-09-08,96644757B53936679900609,Pur-Sang Arabe,Female,Elite,71.03,C0021,L0044,National
P001959,2025-08-13,96644757B12662883146655,Pur-Sang Arabe,Female,Senior,69.74,C0179,L0004,Regional
P001960,2025-04-22,96644757B78111329468616,Barbe,Male,Loisir,71.69,C0194,L0075,National
P001961,2025-05-17,96644757B36466177595872,Pur-Sang Arabe,F,Elite,48.53,C0138,L0034,National
P001962,2025-04-30,96644757B99920267922653,Arabe,Femelle,Junior,61.36,C0121,L0022,National
P001963,2025-08-26,96644757B69343874835814,Arabe-Barbe,Male,Junior,79.79,C0252,L0067,Regional
P001964,2025-10-05,96644757B71822601453569,Pur-Sang Arabe,F,Elite,62.79,C0189,L0056,Regional
P001965,2025-02-09,96644757B1478822582790,Pur-Sang Arabe,Female,Senior,61.89,C0147,L0057,Regional
P001966,2025-05-31,96644757B56432502406176,Arabe-Barbe,F,Loisir,83.54,C0207,L0021,Qualification
P001967,2025-01-06,96644757B78111329468616,Pur-Sang Arabe,Female,Junior,84.83,C0172,L0075,National
P001968,2025-06-15,96644757B36466177595872,Arabe,Male,Junior,73.73,C0115,L0034,Regional
P001969,2025-04-01,96644757B41522516415054,Arabe-Barbe,Femelle,Senior,68.4,C0226,L0040,Qualification
P001970,2025-05-03,96644757B1478822582790,Barbe,Femelle,Elite,67.78,C0471,L0057,Regional
P001971,2025-06-16,96644757B50122508033550,Pur-Sang Arabe,Female,Loisir,63.16,C0253,L0050,National
P001972,2025-04-29,96644757B25654465299878,Arabe-Barbe,M,Loisir,61.25,C0299,L0013,Regional
P001973,2025-05-24,96644757B34372354169334,Arabe-Barbe,Male,Senior,64.22,C0492,L0023,National
P001974,2025-10-07,96644757B53695376753874,Pur-Sang Arabe,F,Loisir,65.92,C0307,L0028,National
P001975,2025-10-23,96644757B69656421663665,Arabe-Barbe,Female,Junior,57.25,C0112,L0072,National
P001976,2025-01-03,96644757B90056368806308,Pur-Sang Arabe,M,Senior,54.4,C0199,L0054,Regional
P001977,2025-05-18,96644757B53695376753874,Arabe,F,Loisir,74.29,C0244,L0028,Regional
P001978,2025-11-06,96644757B71822601453569,Anglo-Arabe,Male,Senior,71.43,C0237,L0056,Regional
P001979,2025-07-13,96644757B71822601453569,Arabe,Femelle,Loisir,86.09,C0075,L0056,Qualification
P001980,2025-03-16,96644757B8060198419886,Pur-Sang Arabe,Female,Junior,65.61,C0053,L0030,Regional
P001981,2025-08-05,96644757B52167870329218,Anglo-Arabe,Male,Junior,80.39,C0175,L0031,National
P001982,2025-02-22,96644757B88930410593624,Anglo-Arabe,M,Senior,72.74,C0457,L0068,National
P001983,2025-01-08,96644757B27397508075839,Arabe-Barbe,Male,Loisir,66.47,C0358,L0043,Regional
P001984,2025-08-19,96644757B42104761334354,Pur-Sang Arabe,M,Senior,80.78,C0421,L0012,Regional
P001985,2025-07-08,96644757B90056368806308,Barbe,Femelle,Loisir,77.79,C0088,L0054,Regional
P001986,2025-10-04,96644757B91545835536411,Anglo-Arabe,M,Junior,74.62,C0207,L0045,National
P001987,2025-05-06,96644757B89345886069248,Barbe,M,Elite,65.97,C0291,L0039,Qualification
P001988,2025-11-08,96644757B21870556317795,Arabe-Barbe,Femelle,Senior,66.01,C0217,L0055,Regional
P001989,2025-06-03,96644757B36967765471663,Arabe,F,Junior,59.9,C0208,L0069,Qualification
P001990,2025-09-27,96644757B25874170222857,Arabe-Barbe,M,Elite,61.66,C0180,L0025,Regional
P001991,2025-02-06,96644757B46616002618727,Arabe,Female,Elite,63.56,C0026,L0032,Regional
P001992,2025-02-05,96644757B91342156363380,Arabe,M,Senior,61.16,C0428,L0015,Qualification
P001993,2025-10-13,96644757B81090244987905,Arabe,F,Junior,77.44,C0466,L0049,Qualification
P001994,2025-11-01,96644757B52167870329218,Anglo-Arabe,Female,Junior,89.39,C0041,L0031,Regional
P001995,2025-12-10,96644757B9718685225615,Arabe-Barbe,Male,Loisir,60.86,C0207,L0026,National
P001996,2025-04-29,96644757B52871738396395,Anglo-Arabe,Male,Elite,69.46,C0259,L0053,Qualification
